Quarter,Index,Area
01-07-15,1694,Latina
01-10-15,1653,Latina
01-01-16,1698,Latina
01-04-16,1745,Latina
01-07-16,1761,Latina
01-10-16,1784,Latina
01-01-17,1806,Latina
01-04-17,1845,Latina
01-07-17,1879,Latina
01-10-17,1977,Latina
01-01-18,2096,Latina
01-04-18,2146,Latina
01-07-18,2241,Latina
01-01-01,2019,Moncloa
01-04-01,2127,Moncloa
01-07-01,2295,Moncloa
01-10-01,2251,Moncloa
01-01-02,2644,Moncloa
01-04-02,2679,Moncloa
01-07-02,2621,Moncloa
01-10-02,2832,Moncloa
01-01-03,2977,Moncloa
01-04-03,3151,Moncloa
01-07-03,3236,Moncloa
01-10-03,3362,Moncloa
01-01-04,3630,Moncloa
01-04-04,3574,Moncloa
01-07-04,3521,Moncloa
01-10-04,3645,Moncloa
01-01-05,3770,Moncloa
01-04-05,3801,Moncloa
01-07-05,3854,Moncloa
01-10-05,3925,Moncloa
01-01-06,4018,Moncloa
01-04-06,4079,Moncloa
01-07-06,4259,Moncloa
01-10-06,4275,Moncloa
01-01-07,4308,Moncloa
01-04-07,4386,Moncloa
01-07-07,4430,Moncloa
01-10-07,4362,Moncloa
01-01-08,4396,Moncloa
01-04-08,4314,Moncloa
01-07-08,4238,Moncloa
01-10-08,4135,Moncloa
01-01-09,4144,Moncloa
01-04-09,4087,Moncloa
01-07-09,4076,Moncloa
01-10-09,4063,Moncloa
01-01-10,4014,Moncloa
01-04-10,3987,Moncloa
01-07-10,3932,Moncloa
01-10-10,3893,Moncloa
01-01-11,3841,Moncloa
01-04-11,3811,Moncloa
01-07-11,3763,Moncloa
01-10-11,3679,Moncloa
01-01-12,3602,Moncloa
01-04-12,3498,Moncloa
01-07-12,3440,Moncloa
01-10-12,3295,Moncloa
01-01-13,3218,Moncloa
01-04-13,3147,Moncloa
01-07-13,3324,Moncloa
01-10-13,3334,Moncloa
01-01-14,3312,Moncloa
01-04-14,3257,Moncloa
01-07-14,3204,Moncloa
01-10-14,3157,Moncloa
01-01-15,3206,Moncloa
01-04-15,3232,Moncloa
01-07-15,3219,Moncloa
01-10-15,3247,Moncloa
01-01-16,3291,Moncloa
01-04-16,3349,Moncloa
01-07-16,3310,Moncloa
01-10-16,3401,Moncloa
01-01-17,3519,Moncloa
01-04-17,3637,Moncloa
01-07-17,3877,Moncloa
01-10-17,3915,Moncloa
01-01-18,4101,Moncloa
01-04-18,4133,Moncloa
01-07-18,4143,Moncloa
01-01-01,1673,Moratalaz
01-04-01,1716,Moratalaz
01-07-01,1742,Moratalaz
01-10-01,1826,Moratalaz
01-01-02,1921,Moratalaz
01-04-02,1991,Moratalaz
01-07-02,2061,Moratalaz
01-10-02,2315,Moratalaz
01-01-03,2494,Moratalaz
01-04-03,2531,Moratalaz
01-07-03,2535,Moratalaz
01-10-03,2673,Moratalaz
01-01-04,2747,Moratalaz
01-04-04,2798,Moratalaz
01-07-04,2917,Moratalaz
01-10-04,2931,Moratalaz
01-01-05,2930,Moratalaz
01-04-05,2994,Moratalaz
01-07-05,3045,Moratalaz
01-10-05,3108,Moratalaz
01-01-06,3243,Moratalaz
01-04-06,3324,Moratalaz
01-07-06,3333,Moratalaz
01-10-06,3391,Moratalaz
01-01-07,3353,Moratalaz
01-04-07,3375,Moratalaz
01-07-07,3327,Moratalaz
01-10-07,3234,Moratalaz
01-01-08,3225,Moratalaz
01-04-08,3142,Moratalaz
01-07-08,3019,Moratalaz
01-10-08,2892,Moratalaz
01-01-09,2835,Moratalaz
01-04-09,2757,Moratalaz
01-07-09,2717,Moratalaz
01-10-09,2691,Moratalaz
01-01-10,2637,Moratalaz
01-04-10,2617,Moratalaz
01-07-10,2608,Moratalaz
01-10-10,2574,Moratalaz
01-01-11,2488,Moratalaz
01-04-11,2451,Moratalaz
01-07-11,2388,Moratalaz
01-10-11,2297,Moratalaz
01-01-12,2248,Moratalaz
01-04-12,2178,Moratalaz
01-07-12,2098,Moratalaz
01-10-12,2013,Moratalaz
01-01-13,1943,Moratalaz
01-04-13,1940,Moratalaz
01-07-13,1999,Moratalaz
01-10-13,2038,Moratalaz
01-01-14,2079,Moratalaz
01-04-14,1968,Moratalaz
01-07-14,1929,Moratalaz
01-10-14,1952,Moratalaz
01-01-15,1968,Moratalaz
01-04-15,1912,Moratalaz
01-07-15,2004,Moratalaz
01-10-15,1927,Moratalaz
01-01-16,1973,Moratalaz
01-04-16,1973,Moratalaz
01-07-16,2019,Moratalaz
01-10-16,2039,Moratalaz
01-01-17,2054,Moratalaz
01-04-17,2154,Moratalaz
01-07-17,2197,Moratalaz
01-10-17,2269,Moratalaz
01-01-18,2348,Moratalaz
01-04-18,2484,Moratalaz
01-07-18,2545,Moratalaz
01-01-01,1344,Puente De Vallecas
01-04-01,1423,Puente De Vallecas
01-07-01,1475,Puente De Vallecas
01-10-01,1531,Puente De Vallecas
01-01-02,1599,Puente De Vallecas
01-04-02,1698,Puente De Vallecas
01-07-02,1734,Puente De Vallecas
01-10-02,1981,Puente De Vallecas
01-01-03,2048,Puente De Vallecas
01-04-03,2198,Puente De Vallecas
01-07-03,2299,Puente De Vallecas
01-10-03,2430,Puente De Vallecas
01-01-04,2492,Puente De Vallecas
01-04-04,2532,Puente De Vallecas
01-07-04,2625,Puente De Vallecas
01-10-04,2618,Puente De Vallecas
01-01-05,2663,Puente De Vallecas
01-04-05,2736,Puente De Vallecas
01-07-05,2842,Puente De Vallecas
01-10-05,2981,Puente De Vallecas
01-01-06,3019,Puente De Vallecas
01-04-06,3092,Puente De Vallecas
01-07-06,3109,Puente De Vallecas
01-10-06,3138,Puente De Vallecas
01-01-07,3138,Puente De Vallecas
01-04-07,3089,Puente De Vallecas
01-07-07,3040,Puente De Vallecas
01-10-07,3031,Puente De Vallecas
01-01-08,2991,Puente De Vallecas
01-04-08,2841,Puente De Vallecas
01-07-08,2737,Puente De Vallecas
01-10-08,2611,Puente De Vallecas
01-01-09,2493,Puente De Vallecas
01-04-09,2442,Puente De Vallecas
01-07-09,2390,Puente De Vallecas
01-10-09,2355,Puente De Vallecas
01-01-10,2293,Puente De Vallecas
01-04-10,2237,Puente De Vallecas
01-07-10,2216,Puente De Vallecas
01-10-10,2155,Puente De Vallecas
01-01-11,2100,Puente De Vallecas
01-04-11,2008,Puente De Vallecas
01-07-11,1960,Puente De Vallecas
01-10-11,1812,Puente De Vallecas
01-01-12,1758,Puente De Vallecas
01-04-12,1712,Puente De Vallecas
01-07-12,1622,Puente De Vallecas
01-10-12,1570,Puente De Vallecas
01-01-13,1538,Puente De Vallecas
01-04-13,1493,Puente De Vallecas
01-07-13,1627,Puente De Vallecas
01-10-13,1618,Puente De Vallecas
01-01-14,1608,Puente De Vallecas
01-04-14,1487,Puente De Vallecas
01-07-14,1456,Puente De Vallecas
01-10-14,1396,Puente De Vallecas
01-01-15,1422,Puente De Vallecas
01-04-15,1365,Puente De Vallecas
01-07-15,1399,Puente De Vallecas
01-10-15,1366,Puente De Vallecas
01-01-16,1378,Puente De Vallecas
01-04-16,1374,Puente De Vallecas
01-07-16,1400,Puente De Vallecas
01-10-16,1394,Puente De Vallecas
01-01-17,1409,Puente De Vallecas
01-04-17,1483,Puente De Vallecas
01-07-17,1518,Puente De Vallecas
01-10-17,1583,Puente De Vallecas
01-01-18,1695,Puente De Vallecas
01-04-18,1733,Puente De Vallecas
01-07-18,1801,Puente De Vallecas
01-01-01,1666,San Blas
01-04-01,1744,San Blas
01-07-01,1806,San Blas
01-10-01,1852,San Blas
01-01-02,1909,San Blas
01-04-02,1950,San Blas
01-07-02,2227,San Blas
01-10-02,2346,San Blas
01-01-03,2554,San Blas
01-04-03,2581,San Blas
01-07-03,2651,San Blas
01-10-03,2749,San Blas
01-01-04,2898,San Blas
01-04-04,2969,San Blas
01-07-04,2971,San Blas
01-10-04,3015,San Blas
01-01-05,3124,San Blas
01-04-05,3177,San Blas
01-07-05,3267,San Blas
01-10-05,3354,San Blas
01-01-06,3370,San Blas
01-04-06,3414,San Blas
01-07-06,3366,San Blas
01-10-06,3447,San Blas
01-01-07,3451,San Blas
01-04-07,3454,San Blas
01-07-07,3392,San Blas
01-10-07,3350,San Blas
01-01-08,3337,San Blas
01-04-08,3205,San Blas
01-07-08,3142,San Blas
01-10-08,3098,San Blas
01-01-09,2988,San Blas
01-04-09,2932,San Blas
01-07-09,2928,San Blas
01-10-09,2886,San Blas
01-01-10,2847,San Blas
01-04-10,2764,San Blas
01-07-10,2768,San Blas
01-10-10,2746,San Blas
01-01-11,2683,San Blas
01-04-11,2624,San Blas
01-07-11,2609,San Blas
01-10-11,2530,San Blas
01-01-12,2478,San Blas
01-04-12,2372,San Blas
01-07-12,2294,San Blas
01-10-12,2176,San Blas
01-01-13,2112,San Blas
01-04-13,2089,San Blas
01-07-13,2259,San Blas
01-10-13,2206,San Blas
01-01-14,2152,San Blas
01-04-14,2032,San Blas
01-07-14,2015,San Blas
01-10-14,1983,San Blas
01-01-15,2039,San Blas
01-04-15,2084,San Blas
01-07-15,2032,San Blas
01-10-15,2000,San Blas
01-01-16,2010,San Blas
01-04-16,2095,San Blas
01-07-16,2128,San Blas
01-10-16,2138,San Blas
01-01-17,2175,San Blas
01-04-17,2244,San Blas
01-07-17,2365,San Blas
01-10-17,2489,San Blas
01-01-18,2523,San Blas
01-04-18,2606,San Blas
01-07-18,2587,San Blas
01-01-01,2064,Tetuán
01-04-01,2254,Tetuán
01-07-01,2287,Tetuán
01-10-01,2321,Tetuán
01-01-02,2474,Tetuán
01-04-02,2484,Tetuán
01-07-02,2784,Tetuán
01-10-02,3024,Tetuán
01-01-03,2970,Tetuán
01-04-03,3069,Tetuán
01-07-03,3272,Tetuán
01-10-03,3310,Tetuán
01-01-04,3462,Tetuán
01-04-04,3401,Tetuán
01-07-04,3459,Tetuán
01-10-04,3583,Tetuán
01-01-05,3662,Tetuán
01-04-05,3674,Tetuán
01-07-05,3748,Tetuán
01-10-05,3765,Tetuán
01-01-06,3900,Tetuán
01-04-06,3964,Tetuán
01-07-06,3955,Tetuán
01-10-06,3954,Tetuán
01-01-07,3961,Tetuán
01-04-07,3922,Tetuán
01-07-07,3920,Tetuán
01-10-07,3936,Tetuán
01-01-08,3901,Tetuán
01-04-08,3807,Tetuán
01-07-08,3740,Tetuán
01-10-08,3657,Tetuán
01-01-09,3559,Tetuán
01-04-09,3525,Tetuán
01-07-09,3479,Tetuán
01-10-09,3454,Tetuán
01-01-10,3447,Tetuán
01-04-10,3420,Tetuán
01-07-10,3423,Tetuán
01-10-10,3369,Tetuán
01-01-11,3291,Tetuán
01-04-11,3254,Tetuán
01-07-11,3201,Tetuán
01-10-11,3104,Tetuán
01-01-12,2996,Tetuán
01-04-12,2920,Tetuán
01-07-12,2819,Tetuán
01-10-12,2724,Tetuán
01-07-13,2730,Tetuán
01-10-13,2643,Tetuán
01-01-14,2701,Tetuán
01-04-14,2602,Tetuán
01-07-14,2567,Tetuán
01-10-14,2545,Tetuán
01-01-15,2579,Tetuán
01-04-15,2619,Tetuán
01-07-15,2661,Tetuán
01-10-15,2634,Tetuán
01-01-16,2656,Tetuán
01-04-16,2714,Tetuán
01-07-16,2753,Tetuán
01-10-16,2811,Tetuán
01-01-17,2889,Tetuán
01-04-17,3022,Tetuán
01-07-17,3073,Tetuán
01-10-17,3151,Tetuán
01-01-18,3411,Tetuán
01-04-18,3558,Tetuán
01-07-18,3649,Tetuán
01-01-01,1292,Usera
01-04-01,1331,Usera
01-07-01,1410,Usera
01-10-01,1533,Usera
01-01-02,1555,Usera
01-04-02,1732,Usera
01-07-02,1897,Usera
01-10-02,2032,Usera
01-01-03,2112,Usera
01-04-03,2197,Usera
01-07-03,2381,Usera
01-10-03,2424,Usera
01-01-04,2521,Usera
01-04-04,2545,Usera
01-07-04,2613,Usera
01-10-04,2577,Usera
01-01-05,2689,Usera
01-04-05,2747,Usera
01-07-05,2793,Usera
01-10-05,2903,Usera
01-01-06,2982,Usera
01-04-06,3001,Usera
01-07-06,3076,Usera
01-10-06,3096,Usera
01-01-07,3031,Usera
01-04-07,3021,Usera
01-07-07,3020,Usera
01-10-07,2995,Usera
01-01-08,2960,Usera
01-04-08,2858,Usera
01-07-08,2786,Usera
01-10-08,2659,Usera
01-01-09,2585,Usera
01-04-09,2510,Usera
01-07-09,2469,Usera
01-10-09,2399,Usera
01-01-10,2363,Usera
01-04-10,2299,Usera
01-07-10,2275,Usera
01-10-10,2245,Usera
01-01-11,2167,Usera
01-04-11,2122,Usera
01-07-11,2020,Usera
01-10-11,1942,Usera
01-01-12,1877,Usera
01-04-12,1807,Usera
01-07-12,1739,Usera
01-10-12,1689,Usera
01-01-13,1656,Usera
01-04-13,1590,Usera
01-07-13,1745,Usera
01-10-13,1678,Usera
01-01-14,1647,Usera
01-04-14,1500,Usera
01-07-14,1475,Usera
01-10-14,1470,Usera
01-01-15,1531,Usera
01-04-15,1486,Usera
01-07-15,1538,Usera
01-10-15,1494,Usera
01-01-16,1501,Usera
01-04-16,1488,Usera
01-07-16,1483,Usera
01-10-16,1503,Usera
01-01-17,1509,Usera
01-04-17,1595,Usera
01-07-17,1658,Usera
01-10-17,1710,Usera
01-01-18,1758,Usera
01-04-18,1893,Usera
01-07-18,1948,Usera
01-01-01,1271,Villa De Vallecas
01-04-01,1451,Villa De Vallecas
01-07-01,1398,Villa De Vallecas
01-10-01,1459,Villa De Vallecas
01-01-02,1535,Villa De Vallecas
01-04-02,1544,Villa De Vallecas
01-07-02,1823,Villa De Vallecas
01-10-02,1863,Villa De Vallecas
01-01-03,2021,Villa De Vallecas
01-04-03,2111,Villa De Vallecas
01-07-03,2250,Villa De Vallecas
01-10-03,2390,Villa De Vallecas
01-01-04,2357,Villa De Vallecas
01-04-04,2376,Villa De Vallecas
01-07-04,2438,Villa De Vallecas
01-10-04,2530,Villa De Vallecas
01-01-05,2598,Villa De Vallecas
01-04-05,2663,Villa De Vallecas
01-07-05,2737,Villa De Vallecas
01-10-05,2880,Villa De Vallecas
01-01-06,2998,Villa De Vallecas
01-04-06,3046,Villa De Vallecas
01-07-06,3113,Villa De Vallecas
01-10-06,3158,Villa De Vallecas
01-01-07,3176,Villa De Vallecas
01-04-07,3091,Villa De Vallecas
01-07-07,3141,Villa De Vallecas
01-10-07,3084,Villa De Vallecas
01-01-08,3063,Villa De Vallecas
01-04-08,2926,Villa De Vallecas
01-07-08,2830,Villa De Vallecas
01-10-08,2780,Villa De Vallecas
01-01-09,2684,Villa De Vallecas
01-04-09,2646,Villa De Vallecas
01-07-09,2617,Villa De Vallecas
01-10-09,2579,Villa De Vallecas
01-01-10,2555,Villa De Vallecas
01-04-10,2463,Villa De Vallecas
01-07-10,2502,Villa De Vallecas
01-10-10,2480,Villa De Vallecas
01-01-11,2472,Villa De Vallecas
01-04-11,2430,Villa De Vallecas
01-07-11,2395,Villa De Vallecas
01-10-11,2336,Villa De Vallecas
01-01-12,2267,Villa De Vallecas
01-04-12,2183,Villa De Vallecas
01-07-12,2163,Villa De Vallecas
01-10-12,2083,Villa De Vallecas
01-01-13,2078,Villa De Vallecas
01-04-13,2012,Villa De Vallecas
01-07-13,2286,Villa De Vallecas
01-10-13,2168,Villa De Vallecas
01-01-14,2183,Villa De Vallecas
01-04-14,2010,Villa De Vallecas
01-07-14,1988,Villa De Vallecas
01-10-14,1914,Villa De Vallecas
01-01-15,1945,Villa De Vallecas
01-04-15,1936,Villa De Vallecas
01-07-15,1978,Villa De Vallecas
01-10-15,1903,Villa De Vallecas
01-01-16,1925,Villa De Vallecas
01-04-16,1902,Villa De Vallecas
01-07-16,1973,Villa De Vallecas
01-10-16,1974,Villa De Vallecas
01-01-17,1970,Villa De Vallecas
01-04-17,2028,Villa De Vallecas
01-07-17,2121,Villa De Vallecas
01-10-17,2147,Villa De Vallecas
01-01-18,2255,Villa De Vallecas
01-04-18,2294,Villa De Vallecas
01-07-18,2341,Villa De Vallecas
01-01-01,1111,Villaverde
01-04-01,1180,Villaverde
01-07-01,1279,Villaverde
01-10-01,1343,Villaverde
01-01-02,1340,Villaverde
01-04-02,1436,Villaverde
01-07-02,1693,Villaverde
01-10-02,1737,Villaverde
01-01-03,1802,Villaverde
01-04-03,1889,Villaverde
01-07-03,1930,Villaverde
01-10-03,2133,Villaverde
01-01-04,2281,Villaverde
01-04-04,2398,Villaverde
01-07-04,2411,Villaverde
01-10-04,2528,Villaverde
01-01-05,2535,Villaverde
01-04-05,2532,Villaverde
01-07-05,2576,Villaverde
01-10-05,2657,Villaverde
01-01-06,2673,Villaverde
01-04-06,2764,Villaverde
01-07-06,2803,Villaverde
01-10-06,2867,Villaverde
01-01-07,2832,Villaverde
01-04-07,2830,Villaverde
01-07-07,2840,Villaverde
01-10-07,2804,Villaverde
01-01-08,2768,Villaverde
01-04-08,2611,Villaverde
01-07-08,2503,Villaverde
01-10-08,2433,Villaverde
01-01-09,2344,Villaverde
01-04-09,2312,Villaverde
01-07-09,2289,Villaverde
01-10-09,2270,Villaverde
01-01-10,2203,Villaverde
01-04-10,2143,Villaverde
01-07-10,2113,Villaverde
01-10-10,2042,Villaverde
01-01-11,1942,Villaverde
01-04-11,1909,Villaverde
01-07-11,1863,Villaverde
01-10-11,1753,Villaverde
01-01-12,1667,Villaverde
01-04-12,1593,Villaverde
01-07-12,1520,Villaverde
01-10-12,1492,Villaverde
01-01-13,1441,Villaverde
01-04-13,1391,Villaverde
01-07-13,1475,Villaverde
01-10-13,1408,Villaverde
01-01-14,1299,Villaverde
01-04-14,1235,Villaverde
01-07-14,1218,Villaverde
01-10-14,1239,Villaverde
01-01-15,1298,Villaverde
01-04-15,1310,Villaverde
01-07-15,1289,Villaverde
01-10-15,1245,Villaverde
01-01-16,1308,Villaverde
01-04-16,1285,Villaverde
01-07-16,1348,Villaverde
01-10-16,1382,Villaverde
01-01-17,1397,Villaverde
01-04-17,1406,Villaverde
01-07-17,1446,Villaverde
01-10-17,1440,Villaverde
01-01-18,1523,Villaverde
01-04-18,1578,Villaverde
01-07-18,1615,Villaverde
